gene	A01	A03	A06	A07	A08	D36_SCC	D39_SCC	D42_SCC	D44_SCC	E57_SCC	
Jph2	42	22	177	51	29	12	39	39	17	12	
Jph3	3	0	0	1	1	41	22	68	53	26	
Jph1	6	0	59	4	15	18	61	68	28	23	
Jph4	5	13	2	1	12	65	38	55	20	26	
Coq10b	29	17	265	64	19	60	34	27	17	36	
Coq10a	10	16	18	35	0	2	35	27	19	6	
Ccdc152	0	3	0	0	0	0	0	4	0	3	
Ccdc153	11	32	93	25	1	0	2	15	11	3	
Ccdc150	8	2	27	10	0	6	3	54	7	2	
Ccdc151	4	0	26	0	2	4	5	25	9	4	
Ccdc157	79	6	215	41	12	24	82	58	15	22	
Ccdc154	0	0	1	0	0	17	30	20	12	6	
Ccdc155	8	3	5	2	1	3	5	13	3	7	
Ccdc158	2	1	5	16	7	6	30	36	28	2	
Ccdc159	3	9	9	5	13	0	2	15	4	1	
2610028H24Rik	100	39	141	83	72	29	88	56	26	9	
Gm16336	0	1	0	0	0	0	1	0	1	0	
Secisbp2l	695	277	2134	638	311	161	582	151	86	121	
Agps	284	157	795	205	146	40	308	68	56	284	
Serinc5	131	118	323	154	43	65	383	90	39	126	
Serinc4	4	11	49	2	0	9	5	35	23	10	
Serinc1	437	157	1337	539	306	63	558	107	47	291	
Serinc3	2334	1352	6417	1470	1012	281	1903	224	112	769	
Serinc2	60	60	144	49	14	37	275	37	22	283	
Chm	38	34	312	127	87	16	73	40	10	117	
3010001F23Rik	0	1	3	1	0	0	0	7	0	1	
4933409K07Rik	55	49	65	51	72	177	165	1541	602	166	
Pars2	8	0	12	2	5	10	4	38	19	10	
4930447M23Rik	0	0	1	2	0	10	15	48	17	2	
Kirrel2	3	1	2	0	1	22	24	43	21	5	
Kirrel3	2	4	2	12	12	51	20	75	31	5	
Gm1715	0	0	2	0	0	0	1	13	3	0	
Prrc1	211	159	328	250	80	28	229	64	30	57	
Mansc4	9	0	1	1	0	5	10	36	10	12	
Mansc1	27	41	195	26	8	58	86	20	28	6	
Gm17066	79	30	112	35	0	2	187	20	5	9	
Mir467d	0	0	0	0	0	0	0	3	0	0	
Mir467e	0	0	0	0	0	0	0	0	0	0	
Mir467f	0	0	0	0	0	0	0	0	0	0	
Mir467g	0	0	0	0	0	0	0	0	0	0	
Atp11c	199	98	411	67	97	62	131	41	13	75	
Atp11b	265	130	885	333	88	343	718	100	56	610	
Atp11a	1676	731	4387	1106	726	370	1638	230	104	825	
Mir467c	0	0	0	0	0	0	0	0	0	0	
Mir467h	0	0	0	0	0	0	0	0	0	0	
Hmbs	16	52	66	6	1	5	9	7	0	14	
Gsc2	0	0	0	0	0	8	0	6	3	1	
Poldip3	222	89	258	56	78	68	328	61	71	179	
Poldip2	54	46	173	48	44	14	81	31	7	26	
2010016I18Rik	66	0	12	19	22	33	33	51	27	12	
D16Ertd472e	144	72	190	63	30	35	175	89	40	147	
Olfr2	0	0	0	0	0	2	2	5	4	0	
Olfr3	2	0	0	0	0	0	0	6	3	0	
Olfr1	0	0	0	0	0	0	2	5	0	0	
Olfr6	0	0	1	0	0	14	4	7	8	1	
Ccnjl	7	0	9	8	2	10	38	35	18	6	
Olfr8	0	0	1	2	1	0	0	5	1	3	
Olfr9	0	0	0	0	0	7	0	2	0	0	
Man2a2	269	122	837	399	202	135	472	179	102	542	
Man2a1	336	182	1302	181	42	93	560	93	43	424	
Xab2	64	4	195	34	13	6	52	31	24	125	
1700022E09Rik	0	0	1	0	1	2	1	11	9	7	
Rasl10a	1	1	1	0	0	0	4	3	2	0	
Rasl10b	16	0	5	0	2	76	26	39	27	4	
Slc15a2	27	57	159	44	22	35	241	61	48	15	
Acot7	87	19	294	79	96	87	50	38	30	184	
V1ra8	0	0	0	0	0	0	0	0	0	0	
Slc15a1	35	8	21	1	0	13	46	65	28	60	
Gm10591	0	0	0	0	0	0	0	0	0	0	
Gdf3	0	0	2	2	0	14	8	35	14	2	
Gdf2	1	0	0	3	2	11	20	33	20	8	
Slc15a5	0	0	0	0	4	53	1	24	7	0	
6030466F02Rik	0	0	0	0	0	17	14	14	14	10	
Vsig10	52	45	87	69	28	40	288	100	32	108	
Olfr1312	0	0	0	0	0	0	0	1	3	0	
Gdf6	3	1	4	3	4	7	9	24	14	2	
Gm10046	0	0	0	0	0	0	0	3	2	0	
Gdf5	4	4	2	2	5	10	4	26	10	13	
4930548G14Rik	0	0	0	0	0	2	0	7	2	0	
Cbr2	4441	2535	9913	3833	2770	1489	13639	639	610	930	
Tbc1d22b	88	22	149	33	36	50	112	61	32	72	
Tbc1d22a	128	60	164	117	29	41	126	52	37	124	
Pmch	0	0	0	0	1	1	0	4	0	0	
Mir6420	0	0	0	0	0	0	0	0	0	0	
Apol10a	0	2	0	0	0	32	10	40	26	12	
Apol10b	3	9	6	29	3	0	12	4	12	0	
Gm14743	0	0	0	0	0	3	1	5	2	0	
Gm14744	0	0	0	0	0	0	0	4	2	0	
Fryl	487	264	1205	411	279	190	544	221	116	426	
1700001O22Rik	0	0	1	0	1	43	2	16	2	4	
Mir22	0	0	0	0	0	0	0	0	0	0	
Mir25	0	0	0	0	0	0	0	0	0	0	
Igfbpl1	1	1	0	1	0	0	1	18	6	4	
Kng2	0	0	0	1	1	8	1	25	6	5	
Ankk1	0	0	0	0	0	27	3	8	2	104	
4930482G09Rik	0	0	1	0	0	3	2	16	1	0	
Caly	0	0	16	4	8	46	6	24	15	5	
Pnck	7	0	8	0	0	2	3	12	1	5	
Calr	891	417	5746	757	357	294	1596	405	183	1910	
Calu	475	224	1505	421	309	86	425	143	51	692	
Mir6418	0	0	0	0	0	0	0	0	0	0	
Exoc6	122	23	334	55	58	22	55	27	1	14	
Mpp4	4	0	24	0	1	3	5	25	10	2	
Mir1291	66	54	189	52	112	35	142	19	14	245	
H2-K2	8	2	33	14	9	21	1	12	17	7	
H2-K1	926	428	1364	291	162	120	800	164	25	446	
Mir1298	0	0	0	0	0	0	0	0	0	0	
Exoc5	116	48	268	138	74	4	160	46	38	153	
Ccdc3	11	0	9	4	11	37	146	55	39	300	
Ccdc6	171	121	604	215	148	69	454	169	89	354	
Ccdc8	9	2	15	5	3	5	10	19	21	3	
Ccdc9	161	26	456	50	37	39	160	49	27	116	
Guca1a	0	0	0	0	0	0	5	13	4	0	
Guca1b	0	4	2	1	0	5	1	18	14	3	
Trp53rka	11	28	57	3	8	23	53	57	36	26	
Kir3dl1	0	0	0	0	0	2	0	7	1	0	
Kir3dl2	0	0	0	0	0	3	5	4	7	2	
Samd4b	182	133	362	69	79	160	175	75	51	116	
Trpc5os	1	0	2	0	0	4	3	27	7	5	
Mamstr	11	38	3	4	4	3	19	36	28	6	
Mir129b	0	0	0	0	0	0	0	1	2	0	
Prl3b1	0	0	0	0	0	0	0	3	1	1	
Gm12359	2	0	3	1	0	36	46	11	0	0	
9530053A07Rik	3	5	6	3	29	14	13	70	43	114	
Prdm4	67	15	128	38	65	20	114	41	37	159	
Prdm5	28	25	84	21	12	9	56	40	20	53	
Prdm6	35	41	138	2	11	5	7	19	10	3	
Prdm1	38	15	141	30	12	90	98	70	37	80	
Prdm2	1049	566	1667	1036	527	250	745	280	126	471	
Prdm8	73	60	86	110	80	37	61	57	30	15	
Prdm9	10	16	62	8	4	27	56	54	30	10	
Tmpo	541	186	1014	251	50	97	512	84	46	156	
Ppil1	33	9	41	24	8	16	49	22	11	16	
Ppil3	37	11	43	15	14	8	92	16	8	0	
5330439B14Rik	2	3	1	0	1	10	0	16	3	0	
Ppil6	13	3	7	44	8	10	1	7	8	0	
Gldnos	0	1	0	0	0	0	0	8	0	1	
Fam47c	0	0	0	0	0	1	5	8	7	0	
Fam47e	0	0	6	0	0	1	0	9	3	1	
Psma2	55	23	210	35	32	7	122	38	14	136	
Psma3	202	23	732	114	44	34	244	44	25	384	
Psma1	117	44	233	51	82	39	81	22	6	164	
Psma6	26	15	243	78	31	2	126	10	10	209	
Psma7	77	8	343	27	48	24	95	28	12	204	
Psma4	66	25	191	37	12	4	98	45	25	224	
Psma5	51	0	103	38	73	18	100	24	15	42	
Psma8	2	0	0	3	0	5	1	8	2	0	
Dgcr6	17	12	113	8	3	12	42	27	16	23	
Gm5468	0	0	0	0	0	17	4	30	11	7	
Gm5460	0	1	22	4	0	9	4	17	10	1	
Gm5464	72	30	165	34	21	34	124	109	56	118	
Ttc7b	176	57	221	100	125	16	114	32	14	24	
Cndp1	2	0	1	1	0	19	3	24	24	6	
Cndp2	51	37	317	50	20	16	142	48	19	25	
Atp5c1	132	86	617	145	88	50	252	50	39	213	
Gm4814	0	0	0	0	0	5	2	19	5	4	
Gm16070	11	3	17	4	14	163	87	668	233	65	
4930401O10Rik	0	0	1	0	0	2	1	10	1	0	
A530006G24Rik	0	0	0	0	0	9	0	14	11	7	
Gm13003	2	0	0	0	0	13	9	27	19	6	
Zfp418	6	6	17	4	13	10	14	21	19	2	
Zfp410	42	4	167	34	1	21	97	52	19	45	
Zfp414	44	24	52	68	20	46	80	38	12	34	
Twf1	171	47	698	238	54	59	486	84	38	299	
Twf2	37	28	73	8	2	0	62	13	6	48	
Agmo	111	38	193	73	80	0	167	13	31	208	
Prpf38a	46	30	86	91	33	8	45	17	11	105	
Cyp21a1	14	2	0	0	0	11	10	22	16	11	
Slc25a22	17	45	124	20	65	24	75	36	11	11	
Slc25a23	239	74	627	246	136	35	118	66	49	31	
Slc25a20	24	16	171	22	17	8	93	23	14	26	
Pex11b	16	19	73	30	33	25	32	28	35	11	
Slc25a26	47	2	8	12	0	17	24	18	9	4	
Slc25a27	304	163	377	359	188	116	115	177	83	164	
Slc25a24	48	37	240	77	73	97	476	70	29	201	
Slc25a25	44	19	251	5	6	21	27	41	22	17	
Slc25a28	52	8	111	35	2	19	40	38	21	16	
Slc25a29	13	1	48	6	14	6	15	15	10	57	
Gm4736	1	2	1	0	0	0	4	1	0	0	
Gm4737	14	0	0	1	0	15	7	11	1	8	
Krt39	1	0	0	0	0	12	13	38	9	13	
Gm6460	0	0	0	0	0	0	3	3	1	0	
Prkdc	101	37	264	132	51	45	143	85	83	169	
Ctdp1	40	26	131	54	30	19	118	55	28	38	
Mir330	2	0	0	0	0	0	0	1	0	0	
Mir331	0	0	0	0	0	0	0	0	0	0	
Vmn1r127	0	0	0	0	0	0	0	0	0	0	
Vmn1r126	0	0	0	0	0	0	0	0	0	0	
Vmn1r121	0	0	0	0	0	0	1	1	0	0	
Mir335	0	0	0	0	0	0	0	1	1	0	
Vmn1r123	0	0	0	0	0	0	0	0	0	0	
Mir337	0	0	0	0	0	0	0	2	0	0	
Mir338	0	0	0	0	0	0	0	0	0	0	
Mir339	0	0	1	0	0	0	0	0	0	0	
Mtag2	0	0	0	0	2	8	13	28	7	2	
Vmn1r129	0	0	0	0	0	0	0	1	4	0	
Vmn1r128	0	2	0	0	0	0	0	0	0	0	
Olfr131	0	0	1	3	0	3	1	11	17	3	
9130409I23Rik	0	0	0	0	0	3	11	11	3	0	
Olfr132	0	0	0	0	0	4	0	1	12	0	
4933440J02Rik	0	0	0	0	0	5	2	24	12	2	
Frat1	35	7	18	30	8	15	43	18	19	17	
Frat2	4	0	1	8	2	4	5	30	12	10	
Prrx1	583	438	452	734	340	198	104	149	92	154	
Prrx2	0	0	2	0	0	2	7	5	10	4	
Prkd1	33	29	71	50	39	17	9	30	17	28	
Prkd2	345	184	449	308	136	93	124	80	51	126	
Prkd3	315	199	811	261	131	35	210	108	58	106	
Mtfmt	9	8	44	56	18	39	31	47	33	14	
Cggbp1	154	105	403	216	142	27	176	47	36	252	
Ercc6l2	68	14	171	38	24	12	173	37	23	71	
B020014A21Rik	4	2	1	2	3	21	13	76	18	9	
A930011G23Rik	0	1	5	1	1	14	8	53	21	5	
Hpx	1	0	3	0	5	3	13	9	3	0	
Hpn	4	1	40	62	8	5	57	6	5	4	
4930448I06Rik	0	0	0	0	0	0	0	2	1	0	
Hpd	0	0	3	2	1	7	5	22	8	1	
Mecom	227	101	528	185	64	30	294	52	30	26	
Olfm3	0	0	0	0	0	2	2	18	11	2	
Olfm2	5	6	18	11	2	4	7	27	8	13	
Olfm1	110	34	207	59	97	37	87	39	29	12	
Olfm4	1	0	15	3	0	25	12	28	19	1	
Zc3h12a	36	43	70	40	19	25	154	68	43	209	
Zc3h12b	6	31	11	0	2	13	5	59	8	2	
Zc3h12c	90	37	371	41	15	69	59	59	27	79	
Zc3h12d	26	1	27	8	5	31	35	69	32	16	
Fbxl2	33	0	31	0	6	3	27	25	14	1	
Fen1	17	1	14	11	21	20	39	31	15	9	
Bet1l	40	11	68	21	6	4	6	17	20	37	
4930404H11Rik	0	0	0	0	1	0	0	16	8	1	
Fam180a	5	0	0	0	2	5	2	25	12	0	
Ncapg2	56	9	95	29	24	51	59	47	38	201	
Dph1	8	1	30	1	12	3	20	12	11	2	
Dph2	44	0	27	24	4	31	8	32	12	20	
Dph3	106	7	171	26	42	57	52	79	25	181	
Dph5	26	11	29	40	9	0	16	23	19	14	
Lpxn	21	2	49	7	0	0	14	14	15	11	
Dph7	36	20	36	36	17	118	106	336	175	58	
Gm13830	136	90	90	157	80	34	20	35	41	29	
Gm11548	0	9	1	1	0	3	14	29	22	7	
Gm11549	1	2	2	1	0	21	1	23	6	6	
Gm11541	2	0	3	0	0	9	7	19	10	1	
Gm11544	0	0	0	2	1	2	0	9	3	0	
Gm11545	13	5	32	4	4	14	3	25	12	20	
Mdfi	1	0	2	2	1	11	61	24	16	24	
Sftpa1	4486	1967	11355	3264	2020	166	557	137	129	272	
Zfp955b	43	15	54	19	10	1	37	13	5	43	
E330020D12Rik	67	38	127	39	60	260	215	609	319	143	
4930525C09Rik	0	1	0	0	0	0	1	3	1	5	
Otogl	3	0	3	0	1	23	5	31	16	3	
Stard3nl	46	38	166	43	32	15	75	15	20	24	
Tnfrsf1b	140	157	213	92	9	60	174	95	47	73	
Tnfrsf1a	269	157	606	347	196	47	360	86	52	437	
Snord90	35	17	32	29	25	2	14	11	15	23	
Zfp729a	91	18	103	5	13	22	66	31	8	64	
1110037F02Rik	120	80	665	119	97	19	211	77	50	158	
4930555K05Rik	0	0	3	0	0	0	0	10	3	0	
Sema6d	622	167	1534	452	257	109	249	128	72	175	
Sema6b	19	26	22	11	4	33	60	55	24	4	
Sema6c	27	0	13	3	1	34	6	28	24	14	
Gm12018	34	20	25	19	10	191	122	322	247	106	
Rnu12	712	750	1445	1237	735	295	844	643	416	1224	
Rnu11	173	148	276	214	163	49	162	358	146	446	
Tnfrsf17	0	4	0	0	1	0	3	6	6	1	
Tnfrsf14	39	19	59	22	6	1	2	12	7	1	
Tnfrsf18	1	0	5	0	0	3	4	18	5	8	
Tnfrsf19	79	101	387	139	72	54	91	36	33	14	
Gml	0	1	0	0	1	1	2	15	6	0	
4930448H16Rik	0	0	0	0	0	0	0	2	0	0	
Armc10	31	25	69	66	19	8	47	25	18	9	
Pycard	21	31	16	8	2	27	96	51	32	78	
Armc12	0	0	0	0	0	4	3	8	1	1	
4930525D18Rik	0	0	0	0	0	3	1	23	1	1	
Gm5105	2	0	2	2	0	0	4	15	17	0	
Gm5108	0	5	2	4	1	5	15	55	27	6	
Nctc1	2	0	0	0	0	5	9	27	21	6	
Gm9	0	0	0	0	0	0	2	16	3	3	
Slc35e1	145	70	432	84	47	110	316	165	85	217	
Slc35e2	137	20	118	77	23	50	186	120	59	76	
Slc35e3	58	36	183	31	37	20	81	75	43	48	
Slc35e4	14	9	131	17	4	70	71	29	22	69	
Gm5	0	0	1	0	0	8	2	12	1	2	
Fam111a	86	31	242	73	27	22	32	47	36	75	
Ggact	6	17	58	11	45	1	25	16	4	51	
Rab3gap2	163	78	648	183	113	117	233	69	37	159	
1700003G13Rik	1	3	1	0	1	0	0	11	5	0	
Rab3gap1	158	94	710	343	142	36	279	108	49	158	
1700016G22Rik	0	1	0	0	0	0	1	3	1	0	
Tmem8	51	13	118	104	19	53	43	47	28	7	
Tmem9	15	2	110	11	29	3	102	6	8	4	
Tmem2	1235	608	2604	900	339	95	515	130	44	218	
Tmem5	42	12	139	13	30	3	149	5	1	62	
Gm20765	0	0	0	0	0	0	0	0	0	0	
Gm20767	3	0	1	0	0	9	6	34	10	2	
Mis18bp1	1	0	6	3	0	12	11	29	23	71	
Cdc42bpg	439	195	1349	494	258	100	489	120	71	205	
4930581F22Rik	2	3	9	0	0	12	34	26	27	2	
4930548H24Rik	2	0	2	0	0	17	1	16	23	6	
Rhbdl2	12	0	0	0	1	16	49	32	12	28	
Padi3	4	0	1	1	9	10	10	17	18	42	
Rhbdl1	0	0	0	0	2	4	7	17	10	5	
Fam92b	5	8	26	0	7	5	2	19	6	2	
Padi4	4	2	44	7	0	17	66	38	33	12	
Cetn4	18	10	7	13	2	4	2	19	4	5	
1700016K19Rik	15	0	35	3	8	1	9	22	9	8	
Tex11	0	5	12	0	0	0	8	14	2	1	
Hrh1	2	4	2	2	7	39	7	59	29	15	
Olfr1273-ps	0	0	0	1	0	3	0	4	4	0	
Tex13	6	0	0	0	0	6	1	31	13	2	
AU016765	0	0	0	0	1	0	2	14	17	4	
Ybey	64	43	82	56	62	143	174	316	179	162	
Ppapdc3	0	1	0	7	0	19	6	24	18	3	
Ppapdc2	92	42	389	89	23	9	73	53	20	24	
Jak2	344	54	468	224	100	15	230	101	32	222	
Jak3	145	10	79	13	23	1	112	29	17	59	
Jak1	526	222	2107	502	284	62	459	142	49	513	
A930003A15Rik	0	0	1	0	0	1	0	4	4	1	
Appbp2	107	33	324	44	66	43	135	35	39	40	
Irs1	137	56	532	145	39	129	246	129	112	41	
E230025N22Rik	2	3	6	0	3	4	8	31	19	6	
Gm26688	0	2	2	0	15	1	6	30	21	11	
Hcrt	0	0	0	0	0	2	4	4	4	0	
Xpa	7	3	55	47	54	64	36	16	6	28	
Snx3	239	136	610	182	71	34	196	75	20	195	
Snx2	172	40	233	75	115	18	134	50	19	125	
Snx1	74	46	395	175	57	62	135	53	19	100	
Snx7	83	31	203	45	90	21	130	20	11	86	
Snx6	72	39	305	99	25	32	124	49	13	182	
Snx5	201	63	451	91	55	39	252	65	33	352	
Snx4	239	41	555	93	29	17	200	39	29	155	
Snx9	68	89	272	111	20	17	170	34	24	195	
Snx8	27	8	46	8	5	39	32	29	9	20	
Cks1b	0	1	9	0	1	5	43	10	8	5	
Vmn1r52	0	0	0	0	0	0	0	0	0	0	
Slfn14	6	2	5	2	0	6	18	44	33	4	
C3ar1	26	7	45	4	2	54	229	97	49	179	
1700008O03Rik	0	0	0	0	1	0	1	8	0	0	
A730008H23Rik	0	0	0	0	0	0	0	0	0	0	
Kank4os	1	0	1	5	0	6	9	15	13	5	
Sec24d	122	44	266	155	47	68	191	63	23	75	
Sec24a	125	101	425	274	84	79	400	89	57	173	
Sec24c	291	101	661	243	96	89	422	126	55	218	
Sec24b	249	137	645	274	166	107	558	108	78	133	
Spc25	4	1	10	7	2	8	15	29	9	49	
Spc24	30	21	29	35	24	15	33	99	58	51	
Tango6	48	6	90	10	8	45	117	48	48	49	
Osmr	152	92	583	249	60	17	301	66	31	90	
Tango2	53	0	15	35	9	3	47	17	5	23	
Tgfb1i1	283	76	477	226	95	8	61	57	24	48	
Pde4a	114	30	164	85	40	29	82	68	40	15	
Pde4b	423	227	1840	286	141	120	266	94	47	30	
1700029J03Rik	0	0	0	0	0	0	3	6	1	0	
Pde4d	142	90	639	90	153	35	224	98	29	123	
Nrtn	8	0	0	2	0	21	6	5	7	0	
Mir5710	0	0	0	0	0	0	0	0	0	0	
Rapgefl1	7	24	13	0	3	76	241	58	34	171	
4930447K03Rik	0	0	0	0	2	31	2	18	10	6	
Kcmf1	131	66	383	187	44	52	141	44	24	79	
Got1l1	0	0	0	0	0	0	3	14	6	1	
Mrps35	49	18	107	2	4	0	32	13	11	6	
Mrps34	25	5	137	24	2	0	10	10	15	14	
Mrps36	58	7	139	19	18	11	29	25	11	75	
Mrps31	12	10	71	37	4	4	52	18	17	16	
Mrps30	43	1	198	5	36	11	64	20	10	23	
Mrps33	15	15	105	16	0	0	20	13	4	39	
Mtnr1b	0	1	0	1	2	14	4	6	7	0	
Mtnr1a	0	0	0	0	0	0	15	14	6	0	
Gchfr	0	9	1	0	2	15	42	5	1	4	
Actg1	1954	1014	6838	2138	1148	817	4073	723	376	3779	
Actg2	94	18	362	37	11	4	17	19	10	87	
Cthrc1	4	0	35	3	11	1	10	12	10	0	
A230103J11Rik	3	1	6	0	4	37	11	36	20	19	
Arhgap23	133	68	614	121	206	66	198	82	47	147	
Arhgap22	41	3	30	9	10	40	23	44	37	13	
Arhgap21	674	287	1678	555	363	169	628	180	93	539	
Arhgap20	67	18	54	124	9	33	50	66	23	31	
Arhgap27	129	32	217	85	37	62	355	103	42	76	
Arhgap26	266	117	320	54	91	53	118	153	92	147	
Arhgap25	69	40	114	35	14	8	70	105	42	23	
Arhgap24	104	10	243	23	21	15	80	62	20	26	
Arhgap29	689	198	2393	810	334	11	293	83	27	84	
Arhgap28	100	53	185	35	18	24	55	39	28	9	
2810417H13Rik	7	8	19	9	8	20	13	47	40	42	
Zc3hav1	198	94	528	126	66	133	153	93	49	341	
Mir139	0	0	0	0	0	0	0	0	0	0	
Mir136	0	0	0	0	0	0	0	0	0	0	
Mir137	0	0	0	0	0	0	0	0	0	0	
Mir134	0	0	0	0	0	0	0	0	0	0	
Mir132	0	0	0	0	0	0	0	1	0	0	
Mthfsd	35	7	52	50	9	13	44	16	10	51	
Dclk1	65	9	85	1	12	55	162	128	72	67	
Proca1	27	3	8	2	0	16	5	25	8	2	
Mthfsl	1	0	7	10	0	0	2	10	6	0	
Fam25c	0	0	0	0	0	0	0	3	0	5	
Lrrc75a	26	3	129	8	6	5	90	17	16	10	
Olfr469	0	0	0	0	0	0	9	4	1	0	
Skp2	19	3	4	7	0	32	88	38	21	13	
Olfr462	0	0	0	0	0	8	6	7	3	1	
Olfr463	0	0	0	0	0	8	7	3	1	0	
Olfr460	0	0	0	0	0	0	21	9	17	1	
Dirc2	123	40	181	64	31	34	51	71	45	7	
Olfr466	0	0	0	0	0	0	1	3	1	1	
Olfr467	0	1	1	0	0	9	2	9	12	2	
Olfr464	0	0	1	0	0	12	5	14	13	1	
Gm10941	3	3	0	0	0	3	3	7	3	5	
Gpr119	2	0	0	1	1	31	2	34	6	1	
Glyr1	141	126	651	146	136	37	301	86	59	85	
Mxra8	444	161	635	309	239	13	155	44	18	35	
Faf2	109	36	583	114	21	23	439	100	32	362	
2310050C09Rik	1	0	0	0	0	28	0	8	0	0	
Copb1	89	83	602	130	76	55	229	66	37	208	
Tubd1	5	1	70	10	29	2	38	31	6	20	
Copb2	236	80	850	165	134	66	358	86	44	318	
Lsm12	110	71	300	107	29	67	194	30	16	31	
Lsm10	32	1	37	7	1	7	15	14	8	16	
Lsm11	21	7	34	60	6	70	85	107	58	44	
Aprt	48	33	73	47	12	96	201	31	15	132	
Pkd2l2	0	0	28	0	0	29	7	4	8	2	
Pkd2l1	1	1	1	0	2	11	5	36	6	1	
Acaa2	36	42	188	103	48	2	101	36	24	15	
Rnf144b	122	88	175	58	33	22	102	32	39	41	
Rnf144a	389	341	1587	484	408	56	135	85	29	52	
Nfkb1	173	80	642	130	73	37	265	90	34	295	
Nfkb2	144	18	332	128	11	30	134	92	37	87	
Gm10364	0	0	1	0	0	8	9	39	15	3	
Sun2	238	104	439	212	85	53	257	51	37	179	
Sun3	1	1	0	0	0	2	15	20	9	0	
Sun1	163	133	477	183	110	110	213	46	39	221	
Zbtb8a	32	13	72	33	25	31	20	56	32	5	
AY761185	0	0	0	0	2	9	3	3	3	1	
Sun5	0	4	1	0	4	3	4	10	4	0	
Mir297c	0	0	0	0	0	0	0	1	0	0	
Mir297b	0	0	0	0	0	0	0	0	0	0	
Pcbp4	37	9	132	33	20	19	77	18	17	34	
Pcbp2	535	341	1543	442	431	95	726	160	95	615	
Rtp3	49	33	145	76	14	95	51	191	91	15	
Rtp1	0	0	2	0	3	4	4	29	28	0	
Cmtm3	92	41	225	34	23	24	99	42	16	50	
Cmtm1	1	2	8	24	8	45	9	28	16	7	
Cmtm6	413	146	555	393	73	67	286	88	55	265	
Cmtm7	17	4	34	4	28	14	18	22	3	29	
Cmtm4	354	203	722	280	160	93	296	112	57	163	
Cmtm5	0	0	0	0	0	6	1	6	14	1	
Gnmt	0	0	12	8	0	0	1	6	0	0	
1700001C19Rik	0	0	1	0	0	1	2	21	2	5	
Tgfbr1	222	64	596	302	88	62	587	84	58	121	
Cpsf4l	0	0	1	0	0	5	3	18	15	3	
Siah2	17	19	70	59	11	9	47	23	25	4	
Siah3	2	0	0	0	0	9	5	21	2	2	
1700036G14Rik	0	0	1	0	0	3	3	11	1	1	
Ybx3	184	33	390	175	13	47	439	63	47	723	
Ybx2	2	0	0	1	2	28	20	23	23	3	
Nr2c2	182	88	569	174	43	49	261	86	53	125	
Nr2c1	84	9	217	64	114	24	189	52	22	155	
Trmt1	0	28	32	49	3	5	15	19	3	63	
Taf1c	39	13	53	11	0	35	41	35	14	6	
Taf1b	19	45	114	24	27	7	60	37	14	20	
Taf1a	17	0	109	43	19	20	69	46	24	18	
Taf1d	86	2	105	55	10	27	235	43	19	117	
Gm15284	0	0	0	0	0	0	0	0	1	0	
Fam135a	130	51	242	85	13	56	352	57	31	106	
Fam135b	0	3	1	2	2	32	16	34	39	2	
Ticam1	66	52	69	106	21	99	159	97	44	67	
Htr5b	0	4	0	1	0	10	6	24	12	7	
Cyp2c38	0	0	1	0	0	31	0	11	7	0	
Rfwd2	200	53	566	215	105	73	191	90	41	133	
Rfwd3	48	50	275	46	39	67	164	92	28	219	
Lbhd1	0	0	0	0	0	0	3	8	1	0	
Vax2os	0	2	1	0	2	6	29	45	22	13	
Prl5a1	0	0	0	0	0	0	0	4	5	3	
4930503F20Rik	0	0	2	0	0	3	2	11	5	0	
Lactb	19	39	27	2	1	2	64	17	10	49	
Taf13	97	0	77	49	21	8	34	22	12	35	
Taf12	23	11	101	43	63	41	53	19	12	19	
Taf11	7	4	59	6	4	7	2	8	4	8	
Taf10	52	47	129	49	29	17	46	40	24	149	
Taf15	161	90	590	171	93	6	221	45	28	318	
2810408A11Rik	4	1	0	2	0	0	1	21	6	4	
Gm5346	0	0	0	0	0	8	0	18	3	0	
Gm5347	0	0	0	0	1	2	4	5	3	0	
Mesp2	2	0	6	5	1	4	2	30	12	2	
Fam53b	325	81	533	171	227	111	580	125	71	238	
Fam53c	81	19	253	55	60	25	264	69	42	66	
Fam53a	39	39	128	17	20	7	67	29	9	11	
Gm13034	1	1	1	3	1	39	20	60	23	0	
Gm7271	0	0	0	0	0	0	27	7	0	0	
Fam168b	368	195	733	334	192	37	504	112	46	316	
Fam168a	228	194	754	394	138	153	435	182	77	70	
Rplp2	712	330	1348	483	301	153	1619	97	55	1186	
Rplp1	823	463	2186	772	479	343	2105	232	134	1540	
Rplp0	853	182	1360	452	425	445	2691	443	184	1946	
Mtg2	24	2	46	10	9	9	21	21	22	5	
Mtg1	5	0	18	0	0	0	0	7	10	5	
Mtus1	669	383	2099	590	256	149	1218	128	115	427	
Mtus2	48	16	109	44	56	54	179	76	66	36	
Mir7001	0	0	0	0	0	0	0	0	0	0	
Rbsn	121	51	306	69	15	47	148	75	23	79	
Hgh1	3	9	28	2	0	7	8	15	13	6	
Gm4567	0	0	0	0	0	0	0	0	0	0	
Gm4566	0	0	0	0	0	4	0	0	1	1	
Gm3696	0	0	0	3	0	7	6	18	6	0	
Cish	72	12	98	53	37	13	91	63	18	7	
Pdxk-ps	64	31	70	52	14	33	15	47	23	36	
Vnn3	0	0	15	6	3	48	6	28	15	0	
5430428K19Rik	0	0	0	0	0	10	0	9	1	1	
Awat1	2	5	0	0	0	0	0	13	11	1	
